"Student_ID","Certif.bin","Section","Gender","birth.year","Country","Diploma","EMLYON.et","Formation","CSP","How.heard","Exp.crea","Curiosity.MOOC","Certif.self.sat","Rencontres","Certif.work","Incitation","Temps.Dispo","Exp.MOOC","Completion.proba","EMLyon","Country_HDI","Country_HDI.fin","age","CSP.fin","Temps.dispo.fin"
16242,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64825,0,"MOOC Effectuation #3","une femme",1972,"France","Bac ou équivalent","Non","Mathématiques\, informatique","Cadres et professions intellectuelles","autre","Je n'ai aucune expérience en création d'entreprise,J'ai un projet de création d'entreprise (phase de réflexion)","4","2","5","1","2","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","4","Non","TH","TH",41,"Cadres et professions intellectuelles","Entre deux et quatre heures"
64324,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64355,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66488,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68231,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32446,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64905,0,"MOOC Effectuation #3","une femme",1974,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Cadres et professions intellectuelles","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise,J'ai un projet de création d'entreprise (phase de réflexion),J'accompagne des créateurs d'entreprises dans le cadre de mon travail","3","3","2","1","4","Entre une et deux heures","Oui, mais tous suivis partiellement","4","Non","TH","TH",39,"Cadres et professions intellectuelles","Moins de deux heures"
14640,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67493,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64414,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29316,0,"MOOC Effectuation #3","un homme",1974,"France","Bac+5 (Master ou équivalent)","Non","Mathématiques\, informatique","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je suis en train de créer mon entreprise (phase de démarrage)","3","2","1","1","3","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","4","Non","TH","TH",39,"Cadres et professions intellectuelles","Entre deux et quatre heures"
10815,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65460,0,"MOOC Effectuation #3","un homme",1957,"France","Bac ou équivalent","Non","Mathématiques\, informatique","Cadres et professions intellectuelles","par un ami ou une connaissance","J'ai un projet de création d'entreprise (phase de réflexion),J'accompagne des créateurs d'entreprises dans le cadre de mon travail","4","5","4","1","3","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",56,"Cadres et professions intellectuelles","Moins de deux heures"
33474,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37756,0,"Laboratoire, Laboratoire Effectuation #3, MOOC Effectuation #3","un homme",1965,"France","Bac+5 (Master ou équivalent)","Non","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Cadres et professions intellectuelles","sur un réseau social","J'ai un projet de création d'entreprise (phase de réflexion)","1","4","5","1","3","Entre deux et quatre heures","Oui, dont certains intégralement","4","Non","TH","TH",48,"Cadres et professions intellectuelles","Entre deux et quatre heures"
64434,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42198,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64378,0,"MOOC Effectuation #3","un homme",1985,"France","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Management/Gestion d'entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise,J'ai un projet de création d'entreprise (phase de réflexion)","2","3","4","1","2","Entre une et deux heures","Oui, dont certains intégralement","4","Non","TH","TH",28,"Cadres et professions intellectuelles","Moins de deux heures"
66996,0,"Laboratoire Effectuation #3, MOOC Effectuation #3","un homme",1976,"France","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Ingénierie et technologies","En recherche d'emploi","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","3","4","1","1","2","Entre quatre et six heures","Oui, mais tous suivis partiellement","3","Non","TH","TH",37,"En recherche d'emploi","Entre quatre et six heures"
64193,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64177,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67686,0,"MOOC Effectuation #3","une femme",1953,"Canada francophone (Québec)","Bac+5 (Master ou équivalent)","Non","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Artisans, commerÃ§ants, chefs d'entreprise","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","1","1","1","1","1","Entre une et deux heures","Oui, dont certains intégralement","5","Non","TH","TH",60,"Artisans, commerÃ§ants, chefs d'entreprise","Moins de deux heures"
67079,0,"MOOC Effectuation #3","une femme",1953,"Canada francophone (Québec)",NA,"Non","Autre","Retraités","par un article ou un blog sur Internet","Je suis en train de créer mon entreprise (phase de démarrage)","1","1","1","1","1","Entre une et deux heures","Oui, dont certains intégralement","5","Non","TH","TH",60,"Autre","Moins de deux heures"
68042,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68158,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66106,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48216,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44468,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41177,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65934,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68612,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64152,0,"MOOC Effectuation #3","un homme",1970,"France","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","Artisans, commerÃ§ants, chefs d'entreprise","par un ami ou une connaissance","J'ai lancé ma première société il y a plus d'un an,J'ai déjÃ  créé plusieurs entreprises","1","1","3","5","3",NA,"Oui, dont certains intégralement","5","Non","TH","TH",43,"Artisans, commerÃ§ants, chefs d'entreprise",NA
64757,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23192,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64386,0,"Laboratoire Effectuation #3, MOOC Effectuation #3, Laboratoire","un homme",1959,"France","Bac+8 (Doctorat ou équivalent)","Non","Sciences médicales","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J'ai un projet de création d'entreprise (phase de réflexion)","5","1","1","1","4","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","3","Non","TH","TH",54,"Cadres et professions intellectuelles","Moins de deux heures"
65548,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66887,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64934,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65838,0,"MOOC Effectuation #3","une femme",1975,"France","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Langues et lettres","En recherche d'emploi","par un article ou un blog sur Internet","Je suis en train de créer mon entreprise (phase de démarrage)","3","4","4","1","4","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",38,"En recherche d'emploi","Entre deux et quatre heures"
48462,0,"MOOC Effectuation #3","une femme",1971,"France","Bac ou équivalent","Non","Langues et lettres","Ouvriers","par une communication de Unow","J'ai un projet de création d'entreprise (phase de réflexion)","1","3","1","1","2","Entre deux et quatre heures","Oui, dont certains intégralement","3","Non","TH","TH",42,"Autre","Entre deux et quatre heures"
64967,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64185,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64641,0,"Laboratoire Effectuation #3, Laboratoire, MOOC Effectuation #3","une femme",1969,"France","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","Cadres et professions intellectuelles","par un ami ou une connaissance","Jâ€™ai lancé ma première société il y a plus d'un an,J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","4","2","4","3","Entre une et deux heures","Oui, mais tous suivis partiellement","4","Non","TH","TH",44,"Cadres et professions intellectuelles","Moins de deux heures"
12571,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66409,0,"MOOC Effectuation #3","un homme",1978,"France","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Droit","Cadres et professions intellectuelles","par une communication de Unow","Je n'ai aucune expérience en création d'entreprise","1","4","4","1","1","Entre deux et quatre heures","Oui, dont certains intégralement","5","Non","TH","TH",35,"Cadres et professions intellectuelles","Entre deux et quatre heures"
44690,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40544,0,"MOOC Effectuation #3","un homme",1975,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Artisans, commerÃ§ants, chefs d'entreprise","par un article ou un blog sur Internet","J'ai lancé ma première société il y a plus d'un an,J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","1","1","1","1","Entre une et deux heures","Oui, dont certains intégralement","5","Non","TH","TH",38,"Artisans, commerÃ§ants, chefs d'entreprise","Moins de deux heures"
25126,0,"MOOC Effectuation #3","une femme",1967,"France","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","Cadres et professions intellectuelles","par une communication de Unow","J'ai un projet de création d'entreprise (phase de réflexion)","3","5","2","1","5","Entre deux et quatre heures","Oui, dont certains intégralement","3","Non","TH","TH",46,"Cadres et professions intellectuelles","Entre deux et quatre heures"
21652,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65618,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68148,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64288,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65292,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65974,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28505,0,"MOOC Effectuation #3","une femme",1977,"France","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Art et design","Artisans, commerÃ§ants, chefs d'entreprise","par une communication de l'EMLYON","Je suis en train de créer mon entreprise (phase de démarrage)","1","2","2","1","3","Moins d'une heure","Oui, mais tous suivis partiellement","3","Non","TH","TH",36,"Artisans, commerÃ§ants, chefs d'entreprise","Moins de deux heures"
68306,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15862,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64509,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65930,0,"MOOC Effectuation #3","une femme",1988,"France","Bac+3 (Licence ou équivalent)","Oui","Communication et sciences de l'information (Journalisme\, etc)","Etudiants","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","3","4","5","3","4","Entre quatre et six heures","Non, c'est ma première participation Ã  un MOOC","5","Oui","TH","TH",25,"Etudiants","Entre quatre et six heures"
68034,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65338,0,"MOOC Effectuation #3","une femme",1976,"France","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet",NA,"1","1","1","1","1","Entre une et deux heures","Oui, dont certains intégralement","4","Non","TH","TH",37,"Cadres et professions intellectuelles","Moins de deux heures"
68128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67702,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22574,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67464,0,"MOOC Effectuation #3","une femme",1968,"France","Bac+5 (Master ou équivalent)","Non","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Artisans, commerÃ§ants, chefs d'entreprise","sur un réseau social","J'ai lancé ma première société il y a plus d'un an,J'ai déjÃ  créé plusieurs entreprises","4","1","1","1","1","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","4","Non","TH","TH",45,"Artisans, commerÃ§ants, chefs d'entreprise","Entre deux et quatre heures"
67949,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68265,0,"MOOC Effectuation #3","un homme",1970,"France","Bac+8 (Doctorat ou équivalent)","Non","Sciences médicales","Artisans, commerÃ§ants, chefs d'entreprise","par un ami ou une connaissance","J'ai un projet de création d'entreprise (phase de réflexion),Je suis en train de créer mon entreprise (phase de démarrage),J'ai lancé ma première société il y a plus d'un an,J'ai déjÃ  créé plusieurs entreprises","1","1","1","1","1","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","4","Non","TH","TH",43,"Artisans, commerÃ§ants, chefs d'entreprise","Entre deux et quatre heures"
35002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25993,0,"MOOC Effectuation #3","un homme",1972,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","3","1","1","1","2","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","3","Non","TH","TH",41,"Cadres et professions intellectuelles","Moins de deux heures"
65111,0,"MOOC Effectuation #3","un homme",1992,"France","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Autre","En recherche d'emploi","par un article ou un blog sur Internet","J'ai un projet de création d'entreprise (phase de réflexion)","2","2","4","1","4","Plus de six heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",21,"En recherche d'emploi","Plus de six heures"
66952,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15951,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66520,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25365,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
991,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65146,0,"MOOC Effectuation #3","un homme",1990,"France","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","1","1","1","1","1","Entre une et deux heures","Oui, dont certains intégralement","4","Non","TH","TH",23,"Cadres et professions intellectuelles","Moins de deux heures"
64809,0,"MOOC Effectuation #3","un homme",1986,"France","Bac+5 (Master ou équivalent)",NA,"Ingénierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J'ai un projet de création d'entreprise (phase de réflexion)","1","2","4","1","4","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","3",NA,"TH","TH",27,"Cadres et professions intellectuelles","Entre deux et quatre heures"
54791,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6467,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14342,0,"MOOC Effectuation #3","un homme",1991,"France","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Mathématiques\, informatique","Etudiants","autre","Je n'ai aucune expérience en création d'entreprise","3","3","2","1","1","Moins d'une heure","Oui, mais tous suivis partiellement","2","Non","TH","TH",22,"Etudiants","Moins de deux heures"
65511,0,"MOOC Effectuation #3","un homme",1973,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Cadres et professions intellectuelles","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","5","5","3","1","4","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","4","Non","TH","TH",40,"Cadres et professions intellectuelles","Moins de deux heures"
65919,0,"MOOC Effectuation #3","une femme",1974,"France","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Autre","Artisans, commerÃ§ants, chefs d'entreprise","par un ami ou une connaissance","J'ai lancé ma première société il y a plus d'un an","5","4","4","1","3","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","3","Non","TH","TH",39,"Artisans, commerÃ§ants, chefs d'entreprise","Moins de deux heures"
42665,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13010,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27099,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66082,0,"MOOC Effectuation #3","une femme",1981,"France","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Autre","Cadres et professions intellectuelles","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise,J'ai un projet de création d'entreprise (phase de réflexion)","5","2","1","1","4","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",32,"Cadres et professions intellectuelles","Moins de deux heures"
48820,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67105,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37761,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65537,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66861,0,"MOOC Effectuation #3","un homme",1981,"Viet Nam","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J'ai un projet de création d'entreprise (phase de réflexion),J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","2","1","1","4","Entre deux et quatre heures","Oui, dont certains intégralement","4","Non","H","H&M",32,"Cadres et professions intellectuelles","Entre deux et quatre heures"
43702,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65278,0,"Laboratoire Effectuation #3, Laboratoire, MOOC Effectuation #3","un homme",1963,"France","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J'ai lancé ma première société il y a plus d'un an,J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","3","1","1","5","Entre une et deux heures","Oui, mais tous suivis partiellement","4","Non","TH","TH",50,"Cadres et professions intellectuelles","Moins de deux heures"
64462,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66738,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67871,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66154,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65361,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65299,0,"MOOC Effectuation #3","une femme",1988,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Cadres et professions intellectuelles","autre","J'ai un projet de création d'entreprise (phase de réflexion)","1","1","1","1","1","Moins d'une heure","Oui, mais tous suivis partiellement","3","Non","TH","TH",25,"Cadres et professions intellectuelles","Moins de deux heures"
64639,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65099,0,"MOOC Effectuation #3","une femme",1991,"France","Bac+3 (Licence ou équivalent)","Oui","Management/Gestion d'entreprise","Etudiants","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","4","1","1","5","3","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","3","Oui","TH","TH",22,"Etudiants","Moins de deux heures"
39562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66656,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67748,0,"MOOC Effectuation #3","un homme",1973,"France","Bac+3 (Licence ou équivalent)","Non","Autre","En recherche d'emploi","par un ami ou une connaissance","J'ai un projet de création d'entreprise (phase de réflexion)","4","4","4","1","1","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","4","Non","TH","TH",40,"En recherche d'emploi","Moins de deux heures"
65135,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67632,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11746,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37789,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64908,0,"Laboratoire Effectuation #3, Laboratoire, MOOC Effectuation #3","une femme",1970,"France","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Education et formation des enseignants","Employés","par un ami ou une connaissance","J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","5","5","1","4","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",43,"Employés","Entre deux et quatre heures"
64572,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46881,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
