"Student_ID","Current.Score","Section","Gender","birth.year","Country","Diploma","Formation","CSP","How.heard","Exp.crea","Curiosity.MOOC","Certif.self.sat","Rencontres","Certif.work","Incitation","Mot","Temps.Dispo","Exp.MOOC","Completion.proba","EMLyon","Instit.brand","motiv.princ","diffic","encad.disp","How.contact","entour","entour.inter","Satisf","Proba.reco","Eval.diffic","Estimated.hours","Part.labo","Plat.satisf","Peer.eval.relev","Country_HDI","Country_HDI.fin","CSP.fin","Temps.dispo.fin","EMLyon.et"
33202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27048,85,"Effectuation #2","une femme","1983","France","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","Cadres et professions intellectuelles","par mon milieu professionnel (collËgue)","Je n'ai aucune expÈrience en crÈation d'entreprise","2","5","4","1","4",NA,"Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
31132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30783,100,"Effectuation #2","un homme","1975","Canada francophone (QuÈbec)","Bac+5 (Master ou Èquivalent)","IngÈnierie et technologies","Cadres et professions intellectuelles","autre","Je suis en train de crÈer mon entreprise (phase de dÈmarrage)","5","5","3","3","3","Le savoir","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures","0"
27122,NA,"Effectuation #2","un homme","1980","France","Bac+5 (Master ou Èquivalent)","IngÈnierie et technologies","Cadres et professions intellectuelles","par un ami ou une connaissance","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","3","1","5","1","5","augmenter mes connaissances entrepreunarial, management, gestion de projet","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
29892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32338,NA,"Effectuation #2","une femme","1968","CÙte d'Ivoire","Bac+2 (Deug, IUT, BTS ou Èquivalent)","Droit","EmployÈs","par un ami ou une connaissance","Je n'ai aucune expÈrience en crÈation d'entreprise,J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","5","4","5","4","3",NA,"Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","B","EmployÈs","Moins de deux heures","0"
26595,NA,"Effectuation #2","une femme","1982","France","Bac+3 (Licence ou Èquivalent)","Autre","Cadres et professions intellectuelles","par une communication de l'EMLYON","Je n'ai aucune expÈrience en crÈation d'entreprise","5","5","2","4","1",NA,"Entre quatre et six heures","Non, c'est ma premiËre participation √† un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre quatre et six heures",NA
16104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27321,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28810,68,"Effectuation #2","un homme","1986","France","Bac+5 (Master ou Èquivalent)","IngÈnierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expÈrience en crÈation d'entreprise","1","3","5","1","3",NA,"Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
16205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27483,NA,"Laboratoire, Effectuation #2","un homme","1975","CÙte d'Ivoire","Bac+5 (Master ou Èquivalent)","Droit","En recherche d'emploi","sur un rÈseau social","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","1","4","5","1","4","Avoir un diplÙme franÁais","Entre deux et quatre heures","Oui, dont certains intÈgralement","5","Non","4. Non, n'Ètait pas le critËre principal","La volontÈ d'acquÈrir de nouvelles compÈtences","Aucune difficultÈ rencontrÈe","TrËs disponibles","discussion et lectures du groupe Facebook","Oui, des amis","S'encourager mutuellement ‡† poursuivre le MOOC","4","5","Moyen","De 2 ‡† 4 heures","Oui\, j'ai soumis un projet en tant que Porteur de Projet","TrËs satisfaisante","2","B","B","En recherche d'emploi","Entre deux et quatre heures","0"
27412,88,"Effectuation #2","une femme","1977","Belgique","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","EmployÈs","par un article ou un blog sur Internet","J'accompagne des crÈateurs d'entreprises dans le cadre de mon travail","4","3","3","1","4","formation continue de mes compÈtences","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","4","Non","4. Non, n'Ètait pas le critËre principal","La satisfaction personnelle d'‡™tre allÈ jusqu'au bout de la formation","DifficultÈ ‡† trouver du temps","TrËs disponibles","Èchanges sur les documents de prises de notes partagÈes","Oui, des collËgues de travail","Des personnes de mon entourage ont suivi le MOOC\, mais nous n'avons pas interagi","4","4","Facile","De 1 ‡† 2 heures","Non\, j'ai compris ce qu'Ètait le Laboratoire mais je n'y ai pas participÈ","TrËs satisfaisante","3","TH","TH","EmployÈs","Moins de deux heures","0"
27001,NA,"Effectuation #2","une femme","1980","France","PrÈ-bac","Management/Gestion d  entreprise","En recherche d'emploi","par un article ou un blog sur Internet","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","1","5","5","1","3",NA,"Entre quatre et six heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Entre quatre et six heures","0"
28974,NA,"Effectuation #2","une femme","1961","France","PrÈ-bac","Art et design","En recherche d'emploi","par mon milieu universitaire (Professeur, etc)","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","1","1","3","1","4","J'ai dÈj√† crÈer une entreprise, que j'ai fermÈ aprËs 13 ans d'activitÈ et remprendre une activitÈ salariÈe, actuellement sans emploi j'envisage √† nouveau de crÈer une entreprise ","Entre deux et quatre heures","Oui, dont certains intÈgralement","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Entre deux et quatre heures","0"
31357,NA,"Laboratoire, Effectuation #2","une femme","1959","France","Bac+8 (Doctorat ou Èquivalent)","Sciences mÈdicales","Cadres et professions intellectuelles","autre","Je n'ai aucune expÈrience en crÈation d'entreprise,Je suis en train de crÈer mon entreprise (phase de dÈmarrage)","5","2","4","1","5","MIEUX CONNAITRE LE MONDE DE L ENTREPRISE","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","4","Non","3. Oui, cela a aidÈ","La volontÈ d'acquÈrir de nouvelles compÈtences","Manque de compÈtences personnelles dans l'utilisation des outils logiciels,Manque de collaboration avec les pairs,DifficultÈs ‡† ‡† utiliser la plateforme","Disponibles","Èchanges sur les fils de discussion de la plateforme","Non, personne dans mon entourage ne s'est inscrit ‡† ce MOOC","Des personnes de mon entourage ont suivi le MOOC\, mais nous n'avons pas interagi","4","4","Moyen","De 1 ‡† 2 heures","Oui\, j'ai soumis un projet en tant que Porteur de Projet","Satisfaisante","4","TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures","0"
27744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26619,NA,"Effectuation #2","un homme","1980","France","Bac+3 (Licence ou Èquivalent)","Autre","EmployÈs","par un article ou un blog sur Internet","J  ai dÈj√† crÈÈ plusieurs entreprises","2","5","5","5","3","Valoriser mon projet","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","EmployÈs","Moins de deux heures","0"
27597,NA,"Effectuation #2","un homme","1979","France","Bac+5 (Master ou Èquivalent)","IngÈnierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expÈrience en crÈation d'entreprise","3","2","1","1","4","Le thËme m'intÈresse","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
30934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30425,NA,"Effectuation #2","un homme","1979","Belgique","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expÈrience en crÈation d'entreprise","2","3","3","1","4","apprentissage de l'entrepreneuriat","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","3","Non","3. Oui, cela a aidÈ","Le plaisir d'apprendre","DifficultÈ ‡† trouver du temps,DifficultÈs ‡† ‡† utiliser la plateforme","Disponibles","Èchanges sur les fils de discussion de la plateforme","Non, personne dans mon entourage ne s'est inscrit ‡† ce MOOC","Non concernÈ","4","5","Facile","De 1 ‡† 2 heures","Non\, j'ai compris ce qu'Ètait le Laboratoire mais je n'y ai pas participÈ","Peu satisfaisante","3","TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
30427,NA,"Effectuation #2","une femme","1966","France","Bac+5 (Master ou Èquivalent)","Autre","Cadres et professions intellectuelles","par mon milieu universitaire (Professeur, etc)","Je suis en train de crÈer mon entreprise (phase de dÈmarrage),J'accompagne des crÈateurs d'entreprises dans le cadre de mon travail","4","5","4","1","3","Je suis actuellement en train de crÈer mon entreprise tout en travaillant. Dans mon poste actuel j'accompagne des crÈateurs d'entreprise et je souhaite lorsque j'aurai crÈÈ continuer √† les accompagner, mais en tant que coach. Ce MOOC ajoutera un plus √† mon projet.","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","4","Non","2. Oui, c'est un paramËtre trËs important","La volontÈ d'acquÈrir de nouvelles compÈtences","DifficultÈ ‡† trouver du temps","TrËs disponibles","Èchanges sur les fils de discussion de la plateforme","Oui, des membres de ma famille","RegardÈ des vidÈos ensemble,Fait les questionnaires/quizz ensemble,S'encourager mutuellement ‡† poursuivre le MOOC","4","5","Facile","De 1 ‡† 2 heures","Non\, j'ai compris ce qu'Ètait le Laboratoire mais je n'y ai pas participÈ","Satisfaisante","3","TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
26816,NA,"Laboratoire, Effectuation #2","une femme","1976","France","Bac+5 (Master ou Èquivalent)","Sciences sociales (Èconomie\, sciences politiques\, sociologie\, etc)","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J  ai lancÈ ma premiËre sociÈtÈ il y a plus d'un an,J'accompagne des crÈateurs d'entreprises dans le cadre de mon travail","5","1","2","1","2","L'overview du concept d'effectuation correspond exactement √† mes observations d'entrepreneurs et je rÈflÈchis √† son application pour certains clusters/key talents dans les corporations","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures","0"
32797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31676,100,"Effectuation #2","un homme","1986","France","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","Artisans, commerÁants, chefs d'entreprise","autre","Je suis en train de crÈer mon entreprise (phase de dÈmarrage)","1","1","1","1","4","crÈant actuellement on entreprise je pense que ce mooc peut n'amener des pistes de rÈflexions trËs pertinentes.","Entre deux et quatre heures","Oui, dont certains intÈgralement","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Artisans, commerÁants, chefs d'entreprise","Entre deux et quatre heures","0"
28311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29867,NA,"Effectuation #2","un homme","1973","France","Bac+8 (Doctorat ou Èquivalent)","Sciences mÈdicales","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expÈrience en crÈation d'entreprise","1","1","2","1","1","developpement de compÈtences","Entre une et deux heures","Oui, mais tous suivis partiellement","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
25694,NA,"Effectuation #2","un homme","1988","France","Bac+5 (Master ou Èquivalent)","Sciences sociales (Èconomie\, sciences politiques\, sociologie\, etc)","En recherche d'emploi","autre","Je suis en train de crÈer mon entreprise (phase de dÈmarrage)","2","5",NA,"1","1","En savoir plus sur l'entrepreneuriat, notamment en termes de conseils mÈthodologiques","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Moins de deux heures","0"
32667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13440,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26904,NA,"Effectuation #2","un homme","1981","France","Bac+5 (Master ou Èquivalent)","IngÈnierie et technologies","Cadres et professions intellectuelles","par un ami ou une connaissance","Je n'ai aucune expÈrience en crÈation d'entreprise","4","4","2","1","2",NA,"Moins d'une heure","Non, c'est ma premiËre participation √† un MOOC","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
32708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30398,NA,"Effectuation #2","un homme",NA,"Maroc",NA,NA,"En recherche d'emploi","par un article ou un blog sur Internet","Je n'ai aucune expÈrience en crÈation d'entreprise,J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","1","2","3","1","4","formation dans le cadre de l'entrepreneuriat","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","4",NA,"5. Non, ce n'Ètait pas un critËre important","La volontÈ d'acquÈrir de nouvelles compÈtences","Aucune difficultÈ rencontrÈe","Disponibles","je n'ai pas ÈchangÈ avec les autres participants","Non, personne dans mon entourage ne s'est inscrit ‡† ce MOOC","Non concernÈ","5","5","Difficile","De 1 ‡† 2 heures","Non\, j'ai compris ce qu'Ètait le Laboratoire mais je n'y ai pas participÈ","Satisfaisante","Je n'ai pas participÈ ‡† l'activitÈ mi-MOOC","H","H&M","En recherche d'emploi","Moins de deux heures",NA
31018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28470,NA,"Effectuation #2","un homme","1986","France","Bac+8 (Doctorat ou Èquivalent)","Sciences mÈdicales","Cadres et professions intellectuelles","par un ami ou une connaissance","Je n'ai aucune expÈrience en crÈation d'entreprise","5","1","5","1","5","Souhaite √† moyen terme crÈer une entreprise dans la distribution de produits pharmaceutiques/cosmÈtiques/dispositifs mÈdicaux","Entre quatre et six heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre quatre et six heures","0"
27644,100,"Effectuation #2","une femme","1976","France","Bac+5 (Master ou Èquivalent)","Droit","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J'accompagne des crÈateurs d'entreprises dans le cadre de mon travail","5","3","4","1","2","Consolidation de compÈtences ","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","2","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
14894,NA,"Effectuation #2","une femme","1970","France","Bac+5 (Master ou Èquivalent)","IngÈnierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expÈrience en crÈation d'entreprise,J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","1","4","4","1","3",NA,"Entre une et deux heures","Oui, dont certains intÈgralement","4","Non","4. Non, n'Ètait pas le critËre principal","La qualitÈ du MOOC en gÈnÈral (supports de cours, Èchanges,...)","Aucune difficultÈ rencontrÈe","Disponibles","je n'ai pas ÈchangÈ avec les autres participants","Oui, des collËgues de travail","S'encourager mutuellement ‡† poursuivre le MOOC","4","5","Facile","De 30 minutes ‡† 1 heure","Non\, j'ai compris ce qu'Ètait le Laboratoire mais je n'y ai pas participÈ","Satisfaisante","4","TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
27706,100,"Effectuation #2","une femme","1976","France","Bac+5 (Master ou Èquivalent)","Autre","En recherche d'emploi","autre","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","3","2","3","3","4",NA,"Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Entre deux et quatre heures","0"
29418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32393,NA,"Effectuation #2","un homme","1984","Tunisie","Bac+5 (Master ou Èquivalent)","Art et design","En recherche d'emploi","par un article ou un blog sur Internet","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","5","2","3","1","4","vivre un nouvelle expÈrience et apprendre ","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","5","Non","2. Oui, c'est un paramËtre trËs important","Le plaisir d'apprendre","Aucune difficultÈ rencontrÈe","Disponibles","Èchanges sur les fils de discussion de la plateforme","Non, personne dans mon entourage ne s'est inscrit ‡† ce MOOC","RegardÈ des vidÈos ensemble,Fait les questionnaires/quizz ensemble,S'encourager mutuellement ‡† poursuivre le MOOC","4","5","Moyen","De 2 ‡† 4 heures","Non\, j'ai compris ce qu'Ètait le Laboratoire mais je n'y ai pas participÈ","Satisfaisante","4","M","H&M","En recherche d'emploi","Entre deux et quatre heures","0"
31200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28941,69,"Effectuation #2","un homme","1975","France","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","Cadres et professions intellectuelles","par une communication de l'EMLYON","Je n'ai aucune expÈrience en crÈation d'entreprise","5","2","3","1","2","connaitre mieux entrepreneuriat ","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","5","Oui","2. Oui, c'est un paramËtre trËs important","La volontÈ d'acquÈrir de nouvelles compÈtences","Aucune difficultÈ rencontrÈe","TrËs disponibles","discussion et lectures du groupe Facebook,Èchanges sur les fils de discussion de la plateforme","Non, personne dans mon entourage ne s'est inscrit ‡† ce MOOC","Non concernÈ","5","5","Facile","De 2 ‡† 4 heures","Non\, j'ai compris ce qu'Ètait le Laboratoire mais je n'y ai pas participÈ","TrËs satisfaisante","4","TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
26737,NA,"Effectuation #2","une femme","1975","France","Bac+5 (Master ou Èquivalent)","Langues et lettres","Cadres et professions intellectuelles","sur un rÈseau social","Je suis en train de crÈer mon entreprise (phase de dÈmarrage)","3","5","5","1","5","rÈputation de l'EM","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures","0"
30190,NA,"Effectuation #2","une femme","1983","HaÔti","Bac+3 (Licence ou Èquivalent)","Management/Gestion d  entreprise","Cadres et professions intellectuelles","autre","Je suis en train de crÈer mon entreprise (phase de dÈmarrage)","3","1","1","1","3","Je veux comprendre le pourquoi et le comment des Expert en entrepreneuriat et afin que je sois toujours rester motivÈ jusqu' au lancement final du projet. ","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","B","Cadres et professions intellectuelles","Moins de deux heures","0"
31424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32553,NA,"Effectuation #2","un homme","1978","France","Bac+5 (Master ou Èquivalent)","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Cadres et professions intellectuelles","par un ami ou une connaissance","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","1","1","1","1","3","Je souhaite apprendre et avoir l'expÈrience d'autres personnes sur l'entreprenariat","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","3","Non","3. Oui, cela a aidÈ","Le fait de pouvoir valoriser l'attestation dans mes Ètudes ou ma carriËre","DifficultÈ ‡† trouver du temps","Disponibles","Èchanges sur les fils de discussion de la plateforme,Èchanges sur les documents de prises de notes partagÈes","Non, personne dans mon entourage ne s'est inscrit ‡† ce MOOC","Non concernÈ","4","4","Facile","De 30 minutes ‡† 1 heure","Non\, j'ai compris ce qu'Ètait le Laboratoire mais je n'y ai pas participÈ","TrËs satisfaisante","3","TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
32984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26917,NA,"Effectuation #2","un homme","1975","France","Bac+5 (Master ou Èquivalent)","IngÈnierie et technologies","Cadres et professions intellectuelles","par une communication de l'EMLYON","Je n'ai aucune expÈrience en crÈation d'entreprise","4","1","1","1","4",NA,"Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","3","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
29264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32652,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
