"Student_ID","Gender","birth.year","Country","Diploma","Formation","CSP","How.heard","Exp.crea","Curiosity.MOOC","Certif.self.sat","Rencontres","Certif.work","Incitation","Temps.Dispo","Exp.MOOC","Completion.proba","Instit.brand","motiv.princ","diffic","encad.disp","How.contact","entour","entour.inter","Satisf","Eval.diffic","Estimated.hours","Part.labo","Plat.satisf","Peer.eval.relev","encad.diffic","Country_HDI","Country_HDI.fin","CSP.fin","Temps.dispo.fin"
14219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17842,"une femme","1969","France","Bac+5 (Master ou équivalent)","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Professions intermédiaires","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise,J’ai un projet de création d’entreprise (phase de réflexion)","1","1","1","1","4","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5","4. Non, n’était pas le critère principal","La qualité du MOOC en général (supports de cours, échanges,...)","Manque de collaboration avec les pairs","Disponibles","je n’ai pas échangé avec les autres participants","Oui, autre cas de figure (voisins..)","S’encourager mutuellement à poursuivre le MOOC","4","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","4",NA,"TH","TH","Autre","Entre deux et quatre heures"
15253,"une femme","1992","France","Bac+3 (Licence ou équivalent)","Autre","Etudiants","par mon milieu universitaire (Professeur, etc)","J’ai un projet de création d’entreprise (phase de réflexion)","2","4","5","2","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4","3. Oui, cela a aidé","La satisfaction personnelle d’être allé jusqu’au bout de la formation","Difficulté à accéder à un ordinateur avec Internet,Difficulté à trouver du temps","Disponibles","je n’ai pas échangé avec les autres participants","Oui des camarades de promotion (dans le cas des étudiants)","Entraide pour la réalisation des devoirs du certificat avancé,S’encourager mutuellement à poursuivre le MOOC","4","Facile","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","3",NA,"TH","TH","Etudiants","Moins de deux heures"
10757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5449,"un homme","1982","France","Bac+5 (Master ou équivalent)","Mathématiques\, informatique","Etudiants","par une communication de Unow","J’ai un projet de création d’entreprise (phase de réflexion)","1","5","5","1","4","Entre une et deux heures","Oui, dont certains intégralement","5","3. Oui, cela a aidé","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps,Manque de collaboration avec les pairs","Disponibles","discussion et lectures du groupe Facebook,échanges sur les fils de discussion de la plateforme","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"4","Facile","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","3",NA,"TH","TH","Etudiants","Moins de deux heures"
16486,"un homme","1988","Allemagne","Bac+2 (prépas)","Ingénierie et technologies","Etudiants","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","2","3","4","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4","4. Non, n’était pas le critère principal","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps","Disponibles","je n’ai pas échangé avec les autres participants","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"4","Facile","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","2",NA,"TH","TH","Etudiants","Moins de deux heures"
18415,"un homme",NA,"Gabon","Bac+2 (Deug, IUT, BTS ou équivalent)","Autre","Employés","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","3","3","3","3","5","Entre une et deux heures","Non, c'est ma première participation à un MOOC","5","2. Oui, c’est un paramètre très important","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps","Très disponibles","je n’ai pas échangé avec les autres participants","Oui, des amis","Fait les questionnaires/quizz ensemble","4","Difficile","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","5",NA,"H","H&M","Employés","Moins de deux heures"
11952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11307,"un homme","1965","France","Bac+8 (Doctorat ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par une communication de Unow","Je n'ai aucune expérience en création d'entreprise","1","2","1","1","4","Entre une et deux heures","Oui, dont certains intégralement","3","4. Non, n’était pas le critère principal","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps","Disponibles","je n’ai pas échangé avec les autres participants","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"4","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","4",NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
13012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13471,"un homme","1942","France","Bac+8 (Doctorat ou équivalent)","Mathématiques\, informatique","Cadres et professions intellectuelles","autre","J'accompagne des créateurs d'entreprises dans le cadre de mon travail","5","1","1","1","4","Entre quatre et six heures","Non, c'est ma première participation à un MOOC","5","4. Non, n’était pas le critère principal","La volonté d’acquérir de nouvelles compétences","Aucune difficulté rencontrée","Disponibles","échanges sur les documents de prises de notes partagées,échanges sur la messagerie privée de la plateforme","Oui, des membres de ma famille","Des personnes de mon entourage ont suivi le MOOC\, mais nous n’avons pas interagi","3","Moyen","De 2 à 4 heures","Oui\, je suis allé lire des projets et j’ai laissé des commentaires","Très satisfaisante","4",NA,"TH","TH","Cadres et professions intellectuelles","Entre quatre et six heures"
16753,"un homme","1976","France","Bac+8 (Doctorat ou équivalent)","Langues et lettres","Artisans, commerçants, chefs d'entreprise","par un article ou un blog sur Internet","J’ai lancé ma première société il y a plus d'un an","5","3","1","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Artisans, commerçants, chefs d'entreprise","Moins de deux heures"
16760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15453,"une femme",NA,"France","Bac+5 (Master ou équivalent)","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","En recherche d'emploi","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","5","5","5","4","4","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Entre deux et quatre heures"
1489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12972,"une femme","1989","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Autre","En recherche d'emploi","par un réseau social","J’ai un projet de création d’entreprise (phase de réflexion)","1","4","4","1","1","Entre deux et quatre heures","Oui, mais tous suivis partiellement","4","2. Oui, c’est un paramètre très important","La volonté d’acquérir de nouvelles compétences","Aucune difficulté rencontrée","Disponibles","échanges sur les fils de discussion de la plateforme","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"3","Moyen","De 2 à 4 heures","Oui\, j’ai soumis un projet en tant que Créateur,Oui\, je suis allé lire des projets et j’ai laissé des commentaires","Très satisfaisante","2",NA,"TH","TH","En recherche d'emploi","Entre deux et quatre heures"
11788,"une femme","1955","France","Bac+5 (Master ou équivalent)","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Cadres et professions intellectuelles","par un ami ou une connaissance","J’ai lancé ma première société il y a plus d'un an,J’ai déjà créé plusieurs entreprises","5","3","1","1","4","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4","3. Oui, cela a aidé","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps","Disponibles","échanges sur les fils de discussion de la plateforme","Oui, des amis","S’encourager mutuellement à poursuivre le MOOC","4","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","4",NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
11544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1811,"un homme","1974","Côte d'Ivoire","Bac+5 (Master ou équivalent)","Gestion d'entreprise","En recherche d'emploi","par un ami ou une connaissance","J’ai un projet de création d’entreprise (phase de réflexion),J’ai lancé ma première société il y a plus d'un an","3","5","5","3","4","Entre deux et quatre heures","Oui, dont certains intégralement","4","4. Non, n’était pas le critère principal","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps,Manque de collaboration avec les pairs","Disponibles","discussion et lectures du groupe Facebook,échanges sur les fils de discussion de la plateforme,échanges sur les documents de prises de notes partagées","Oui, des amis","S’encourager mutuellement à poursuivre le MOOC","5","Moyen","De 1 à 2 heures","Oui\, j’ai soumis un projet en tant que Créateur,Oui\, je suis devenu Collaborateur sur au moins un projet","Satisfaisante","3",NA,"B","B","En recherche d'emploi","Entre deux et quatre heures"
17302,"un homme","1986","Cameroun","Bac+5 (Master ou équivalent)","Autre","Etudiants","par mon milieu universitaire (Professeur, etc)","J’ai un projet de création d’entreprise (phase de réflexion)","4","4","4","1","4","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4","2. Oui, c’est un paramètre très important","La volonté d’acquérir de nouvelles compétences","Lenteur ou ruptures de la connexion Internet,Difficulté à trouver du temps,Manque de collaboration avec les pairs,Difficulté à comprendre le fonctionnement du cours","Disponibles","discussion et lectures du groupe Facebook,échanges sur les fils de discussion de la plateforme","Oui des camarades de promotion (dans le cas des étudiants)","S’encourager mutuellement à poursuivre le MOOC","4","Moyen","De 2 à 4 heures","Oui\, je suis allé lire des projets et j’ai laissé des commentaires","Très satisfaisante","4",NA,"B","B","Etudiants","Moins de deux heures"
14857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11443,"un homme","1980","France","Bac+5 (Master ou équivalent)","Communication et sciences de l'information (Journalisme\, etc)","Cadres et professions intellectuelles","par mon milieu professionnel (collègue)","J’ai un projet de création d’entreprise (phase de réflexion)","5","3","3","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
16548,"un homme","1990","France","Bac+5 (Master ou équivalent)","Communication et sciences de l'information (Journalisme\, etc)","En recherche d'emploi","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise,J’ai un projet de création d’entreprise (phase de réflexion)","4","5","3","1","2","Moins d'une heure","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Moins de deux heures"
13007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11593,"un homme","1987","France","Bac+5 (Master ou équivalent)","Droit","Etudiants","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","3","4","4","1","2","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5","3. Oui, cela a aidé","La qualité du MOOC en général (supports de cours, échanges,...)","Aucune difficulté rencontrée","Très disponibles","rencontres “physiques” (en face-à-face),discussion et lectures du groupe Facebook","Oui, des amis","Regardé des vidéos ensemble,Entraide pour la réalisation des devoirs du certificat avancé,S’encourager mutuellement à poursuivre le MOOC","5","Moyen","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","4",NA,"TH","TH","Etudiants","Entre deux et quatre heures"
2065,"un homme","1981","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par une communication de Unow","Je n'ai aucune expérience en création d'entreprise","1","2","3","1","2","Entre une et deux heures","Oui, dont certains intégralement","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
17633,"une femme","1970","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Autre","Artisans, commerçants, chefs d'entreprise","par un article ou un blog sur Internet","J’ai lancé ma première société il y a plus d'un an","3","2","1","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Artisans, commerçants, chefs d'entreprise","Moins de deux heures"
18173,"un homme","1992","France","Bac+2 (prépas)","Ingénierie et technologies","Etudiants","par un ami ou une connaissance","J’ai un projet de création d’entreprise (phase de réflexion)","3","3","5","1","4","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures"
12442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16995,"un homme","1982","France","Bac+8 (Doctorat ou équivalent)","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","1","4","4","1","2","Entre une et deux heures","Oui, mais tous suivis partiellement","4","3. Oui, cela a aidé","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps",NA,"je n’ai pas échangé avec les autres participants","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"4","Moyen","De 30 minutes à 1 heure","Non\, je ne sais pas de quoi il s’agit","Très satisfaisante","4",NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
2954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18181,"un homme","1980","France","Bac+3 (Licence ou équivalent)","Sciences médicales","Professions intermédiaires","par un ami ou une connaissance","J’ai lancé ma première société il y a plus d'un an","5","3","3","4","4","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4","5. Non, ce n’était pas un critère important","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps","Disponibles","je n’ai pas échangé avec les autres participants","Oui, des amis","S’encourager mutuellement à poursuivre le MOOC","4","Moyen","De 30 minutes à 1 heure","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","3",NA,"TH","TH","Autre","Entre deux et quatre heures"
12919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11689,"un homme","1994","France","Bac ou équivalent","Gestion d'entreprise","Etudiants","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise,J’ai un projet de création d’entreprise (phase de réflexion)","2","5","4","1","1","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5","2. Oui, c’est un paramètre très important","La qualité du MOOC en général (supports de cours, échanges,...)","Aucune difficulté rencontrée","Très disponibles","rencontres “physiques” (en face-à-face),discussion et lectures du groupe Facebook","Oui des camarades de promotion (dans le cas des étudiants)","S’encourager mutuellement à poursuivre le MOOC","5","Moyen","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","3",NA,"TH","TH","Etudiants","Entre deux et quatre heures"
17309,"un homme","1993","France","Bac+2 (prépas)","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Etudiants","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","3","4","4","2","3","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures"
12516,"une femme","1977","France","Bac+5 (Master ou équivalent)","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Cadres et professions intellectuelles","par un réseau social","J’ai un projet de création d’entreprise (phase de réflexion)","4","4","3","1","2","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4","2. Oui, c’est un paramètre très important","La satisfaction personnelle d’être allé jusqu’au bout de la formation","Aucune difficulté rencontrée","Disponibles","je n’ai pas échangé avec les autres participants","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"4","Moyen","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","3",NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
19405,"un homme","1988","Côte d'Ivoire","Bac+5 (Master ou équivalent)","Ingénierie et technologies","En recherche d'emploi","par une communication de Unow","Je n'ai aucune expérience en création d'entreprise,J’ai un projet de création d’entreprise (phase de réflexion)","1","1","3","3","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","B","En recherche d'emploi","Moins de deux heures"
15275,"un homme","1989","France","Bac+5 (Master ou équivalent)","Géographie\, architecture\, urbanisme et aménagement du territoire","Etudiants","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","1","3","5","3","3","Entre une et deux heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures"
15173,"un homme","1988","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par mon milieu universitaire (Professeur, etc)","Je n'ai aucune expérience en création d'entreprise","5","3","3","1","1","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5","2. Oui, c’est un paramètre très important","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps","Disponibles","je n’ai pas échangé avec les autres participants","Oui, des amis","Des personnes de mon entourage ont suivi le MOOC\, mais nous n’avons pas interagi","4","Moyen","De 30 minutes à 1 heure","Non\, je ne sais pas de quoi il s’agit","Très satisfaisante","5",NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
13744,"un homme","1974","France","Bac+5 (Master ou équivalent)","Droit","Professions intermédiaires","par un réseau social","J’ai lancé ma première société il y a plus d'un an","3","4","1","1","2","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Autre","Moins de deux heures"
9738,"un homme","1977","France","Bac+3 (Licence ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par une communication de Unow","J’ai un projet de création d’entreprise (phase de réflexion)","1","5","2","1","1","Entre une et deux heures","Oui, dont certains intégralement","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
12914,"un homme","1990","France","Bac+3 (Licence ou équivalent)","Gestion d'entreprise","Etudiants","par un ami ou une connaissance","J’ai un projet de création d’entreprise (phase de réflexion)","2","3","3","1","4","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures"
18275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4. Non, n’était pas le critère principal","La volonté d’acquérir de nouvelles compétences","Aucune difficulté rencontrée","Disponibles","je n’ai pas échangé avec les autres participants","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"4","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","3",NA,NA,NA,NA,NA
45,"une femme","1956","France","Bac+8 (Doctorat ou équivalent)","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Cadres et professions intellectuelles","par une communication de Unow","Je n'ai aucune expérience en création d'entreprise,J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","3","5","1","5","Entre deux et quatre heures","Oui, dont certains intégralement","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
18471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14923,"un homme","1994","France","Bac ou équivalent","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Etudiants","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","5","5","1","1","3","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures"
1386,"un homme","1975","Burkina Faso","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J’ai un projet de création d’entreprise (phase de réflexion),Je suis en train de créer mon entreprise (phase de démarrage)","1","2","3","3","3","Entre quatre et six heures","Oui, mais tous suivis partiellement","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","B","Cadres et professions intellectuelles","Entre quatre et six heures"
13813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13829,"un homme","1978","France","Bac+5 (Master ou équivalent)","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Cadres et professions intellectuelles","par une communication de l'EMLYON","Je suis en train de créer mon entreprise (phase de démarrage)","1","3","5","1","4","Entre une et deux heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
17209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12615,"une femme","1969","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Artisans, commerçants, chefs d'entreprise","par un réseau social","J’ai lancé ma première société il y a plus d'un an","3","5","5","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4","3. Oui, cela a aidé","La volonté d’acquérir de nouvelles compétences","Aucune difficulté rencontrée","Très disponibles","échanges sur la messagerie privée de la plateforme","Oui, des amis","Des personnes de mon entourage ont suivi le MOOC\, mais nous n’avons pas interagi","5","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","3",NA,"TH","TH","Artisans, commerçants, chefs d'entreprise","Moins de deux heures"
11420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
